gateway, tag, rssi, latitude, longitude, ts
y01BuvE4WuY=,RAK4630-FDE9,-85,22.3625704,114.119536,2022-12-15T06:24:54.882278855Z
ZH/a//4Aap8=,RAK4630-FDE9,-103,0,0,2022-12-15T06:24:54.882278855Z
ZH/a//4Af7A=,RAK4630-FDE9,-95,22.33821,114.19698,2022-12-15T06:24:54.882278855Z
ZH/a//4Af7A=,RAK4630-FDE9,-116,22.33821,114.19698,2022-12-15T06:25:02.287915618Z
AIAAAKAAccc=,RAK4630-FDE9,-113,22.362311,114.1196039,2022-12-15T06:25:02.287915618Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34304,114.19691,2022-12-15T06:25:02.287915618Z
ZH/a//4Ab1A=,RAK4630-FDE9,-113,22.3428,114.20566,2022-12-15T06:25:02.287915618Z
ZH/a//4Ax58=,RAK4630-FDE9,-114,22.34953,114.17015,2022-12-15T06:25:02.287915618Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:25:02.287915618Z
y01BuvE4WuY=,RAK4630-FDE9,-103,22.3625704,114.119536,2022-12-15T06:25:02.287915618Z
ZH/a//4Aap8=,RAK4630-FDE9,-108,0,0,2022-12-15T06:25:09.849041627Z
AIAAAKAAccc=,RAK4630-FDE9,-105,22.362311,114.1196039,2022-12-15T06:25:09.849041627Z
ZH/a//4Aapw=,RAK4630-FDE9,-103,22.34304,114.19691,2022-12-15T06:25:09.849041627Z
ZH/a//4Aap8=,RAK4630-FDE9,-111,0,0,2022-12-15T06:25:17.297295029Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34304,114.19691,2022-12-15T06:25:17.297295029Z
ZH/a//4Af7A=,RAK4630-FDE9,-111,22.33821,114.19698,2022-12-15T06:25:17.297295029Z
ZH/a//4Af74=,RAK4630-FDE9,-99,22.33469,114.20896,2022-12-15T06:25:17.297295029Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:25:24.934520654Z
ZH/a//4Ab1A=,RAK4630-FDE9,-108,22.3428,114.20566,2022-12-15T06:25:24.934520654Z
AIAAAKAAccc=,RAK4630-FDE9,-109,22.362311,114.1196039,2022-12-15T06:25:24.934520654Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.344011306762695,114.19721984863281,2022-12-15T06:25:24.934520654Z
ZH/a//4Aap8=,RAK4630-FDE9,-108,0,0,2022-12-15T06:25:32.291420159Z
y01BuvE4WuY=,RAK4630-FDE9,-95,22.3625704,114.119536,2022-12-15T06:25:32.291420159Z
ZH/a//4Af7A=,RAK4630-FDE9,-114,22.33821,114.19698,2022-12-15T06:25:32.291420159Z
cnb/AC4IA/g=,RAK4630-FDE9,-96,22.344005584716797,114.19722747802734,2022-12-15T06:25:32.291420159Z
AIAAAKAAccc=,RAK4630-FDE9,-105,22.362311,114.1196039,2022-12-15T06:25:32.291420159Z
ZH/a//4Af74=,RAK4630-FDE9,-98,22.33469,114.20896,2022-12-15T06:25:32.291420159Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34301,114.19692,2022-12-15T06:25:32.291420159Z
ZH/a//4Af74=,RAK4630-FDE9,-98,22.33469,114.20896,2022-12-15T06:52:36.459141976Z
ZH/a//4Af7A=,RAK4630-FDE9,-110,22.33821,114.19698,2022-12-15T06:52:36.459141976Z
cnb/AC4HAWY=,RAK4630-FDE9,-113,22.3707136,114.11456,2022-12-15T06:52:36.459141976Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.344013214111328,114.1976318359375,2022-12-15T06:52:36.459141976Z
rB8J//4GUl0=,RAK4630-FDE9,-111,22.268059103760965,114.22422051048666,2022-12-15T06:52:36.459141976Z
y01BuvE4WuY=,RAK4630-FDE9,-97,22.3625704,114.119536,2022-12-15T06:52:36.459141976Z
ZH/a//4Aapw=,RAK4630-FDE9,-100,22.34305,114.19692,2022-12-15T06:52:36.459141976Z
AIAAAKAAccc=,RAK4630-FDE9,-104,22.362311,114.1196039,2022-12-15T06:52:36.459141976Z
ZH/a//4Af74=,RAK4630-FDE9,-98,22.33469,114.20896,2022-12-15T06:52:36.456329481Z
ZH/a//4Af7A=,RAK4630-FDE9,-110,22.33821,114.19698,2022-12-15T06:52:36.456329481Z
cnb/AC4HAWY=,RAK4630-FDE9,-113,22.3707136,114.11456,2022-12-15T06:52:36.456329481Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.344013214111328,114.1976318359375,2022-12-15T06:52:36.456329481Z
rB8J//4GUl0=,RAK4630-FDE9,-111,22.268059103760965,114.22422051048666,2022-12-15T06:52:36.456329481Z
y01BuvE4WuY=,RAK4630-FDE9,-97,22.3625704,114.119536,2022-12-15T06:52:36.456329481Z
ZH/a//4Aapw=,RAK4630-FDE9,-100,22.34305,114.19692,2022-12-15T06:52:36.456329481Z
AIAAAKAAccc=,RAK4630-FDE9,-104,22.362311,114.1196039,2022-12-15T06:52:36.456329481Z
ZH/a//4Ab1A=,RAK4630-FDE9,-99,22.3428,114.20566,2022-12-15T06:52:43.957200164Z
rB8J//4GUl0=,RAK4630-FDE9,-117,22.268059103760965,114.22422051048666,2022-12-15T06:52:43.957200164Z
cnb/AC4HAWY=,RAK4630-FDE9,-113,22.3707136,114.11456,2022-12-15T06:52:51.440535851Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.344013214111328,114.1976318359375,2022-12-15T06:52:51.440535851Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34305,114.19692,2022-12-15T06:52:51.440535851Z
ZH/a//4Af7A=,RAK4630-FDE9,-115,22.33821,114.19698,2022-12-15T06:52:51.440535851Z
ZH/a//4Aass=,RAK4630-FDE9,-105,22.31696,114.21668,2022-12-15T06:52:51.440535851Z
ZH/a//4Ax58=,RAK4630-FDE9,-121,22.34953,114.17015,2022-12-15T06:52:51.440535851Z
AIAAAKAAccc=,RAK4630-FDE9,-109,22.362311,114.1196039,2022-12-15T06:52:51.440535851Z
AIAAAKAAccc=,RAK4630-FDE9,-103,22.362311,114.1196039,2022-12-15T06:52:58.939781623Z
ZH/a//4Aap8=,RAK4630-FDE9,-95,0,0,2022-12-15T06:52:58.939781623Z
ZH/a//4Af74=,RAK4630-FDE9,-97,22.33469,114.20896,2022-12-15T06:52:58.939781623Z
ZH/a//4Af74=,RAK4630-FDE9,-96,22.33469,114.20896,2022-12-15T06:53:06.429566425Z
ZH/a//4Af7A=,RAK4630-FDE9,-108,22.33821,114.19698,2022-12-15T06:53:06.429566425Z
cnb/AC4HAWY=,RAK4630-FDE9,-110,22.3707136,114.11456,2022-12-15T06:53:06.429566425Z
ZH/a//4Ab1A=,RAK4630-FDE9,-105,22.3428,114.20566,2022-12-15T06:53:06.429566425Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:53:06.429566425Z
rB8J//4GUl0=,RAK4630-FDE9,-118,22.268059103760965,114.22422051048666,2022-12-15T06:53:13.922816292Z
ZH/a//4Ab1A=,RAK4630-FDE9,-105,22.3428,114.20566,2022-12-15T06:53:13.922816292Z
ZH/a//4Aap8=,RAK4630-FDE9,-111,0,0,2022-12-15T06:53:13.922816292Z
y01BuvE4WuY=,RAK4630-FDE9,-93,22.3625704,114.119536,2022-12-15T06:53:13.922816292Z
ZH/a//4Aaqg=,RAK4630-FDE9,-104,0,0,2022-12-15T06:53:13.922816292Z
ZH/a//4Ab1A=,RAK4630-FDE9,-113,22.3428,114.20566,2022-12-15T06:53:21.438550322Z
ZH/a//4Aap8=,RAK4630-FDE9,-114,0,0,2022-12-15T06:53:21.438550322Z
ZH/a//4Aapw=,RAK4630-FDE9,-97,22.34305,114.19692,2022-12-15T06:53:21.438550322Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:53:21.438550322Z
cnb/AC4IA/g=,RAK4630-FDE9,-97,22.34401512145996,114.1976318359375,2022-12-15T06:53:21.438550322Z
ZH/a//4Ax58=,RAK4630-FDE9,-121,22.34953,114.17015,2022-12-15T06:53:21.438550322Z
cnb/AC4HAWY=,RAK4630-FDE9,-115,22.3707136,114.11456,2022-12-15T06:53:21.438550322Z
ZH/a//4Af7A=,RAK4630-FDE9,-109,22.33821,114.19698,2022-12-15T06:53:21.438550322Z
cnb/AC4HAhU=,RAK4630-FDE9,-117,22.3182848,114.180096,2022-12-15T06:53:28.982314062Z
ZH/a//4Aap8=,RAK4630-FDE9,-107,0,0,2022-12-15T06:53:28.982314062Z
rB8J//4GUl0=,RAK4630-FDE9,-109,22.268059103760965,114.22422051048666,2022-12-15T06:53:28.982314062Z
y01BuvE4WuY=,RAK4630-FDE9,-88,22.3625704,114.119536,2022-12-15T06:53:28.982314062Z
y01BuvE4WuY=,RAK4630-FDE9,-101,22.3625704,114.119536,2022-12-15T06:53:36.439636472Z
rB8J//4GUl0=,RAK4630-FDE9,-125,22.268059103760965,114.22422051048666,2022-12-15T06:53:36.439636472Z
AIAAAKAAccc=,RAK4630-FDE9,-102,22.362311,114.1196039,2022-12-15T06:53:36.439636472Z
ZH/a//4Af74=,RAK4630-FDE9,-97,22.33469,114.20896,2022-12-15T06:53:36.439636472Z
ZH/a//4Af7A=,RAK4630-FDE9,-103,22.33821,114.19698,2022-12-15T06:53:36.439636472Z
AIAAAKAAccc=,RAK4630-FDE9,-109,22.362311,114.1196039,2022-12-15T06:53:43.931957666Z
y01BuvE4WuY=,RAK4630-FDE9,-94,22.3625704,114.119536,2022-12-15T06:53:43.931957666Z
ZH/a//4Aap8=,RAK4630-FDE9,-111,0,0,2022-12-15T06:53:43.931957666Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34305,114.19692,2022-12-15T06:53:43.931957666Z
cnb/AC4HAWY=,RAK4630-FDE9,-115,22.3707136,114.11456,2022-12-15T06:53:51.421153292Z
ZH/a//4Ax58=,RAK4630-FDE9,-117,22.34953,114.17015,2022-12-15T06:53:51.421153292Z
AIAAAKAAccc=,RAK4630-FDE9,-111,22.362311,114.1196039,2022-12-15T06:53:51.421153292Z
ZH/a//4Aap8=,RAK4630-FDE9,-114,0,0,2022-12-15T06:53:51.421153292Z
cnb/AC4IA/g=,RAK4630-FDE9,-97,22.34400177001953,114.19757843017578,2022-12-15T06:53:51.421153292Z
ZH/a//4Af7A=,RAK4630-FDE9,-116,22.33821,114.19698,2022-12-15T06:53:51.421153292Z
y01BuvE4WuY=,RAK4630-FDE9,-103,22.3625704,114.119536,2022-12-15T06:53:51.421153292Z
ZH/a//4Af74=,RAK4630-FDE9,-101,22.33469,114.20896,2022-12-15T06:53:51.421153292Z
ZH/a//4Aass=,RAK4630-FDE9,-105,22.31696,114.21668,2022-12-15T06:53:51.421153292Z
ZH/a//4Ab1A=,RAK4630-FDE9,-113,22.3428,114.20566,2022-12-15T06:53:51.421153292Z
ZH/a//4Aaqg=,RAK4630-FDE9,-109,0,0,2022-12-15T06:53:58.961179893Z
AIAAAKAAccc=,RAK4630-FDE9,-107,22.362311,114.1196039,2022-12-15T06:53:58.961179893Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:53:58.961179893Z
ZH/a//4Ab1A=,RAK4630-FDE9,-110,22.3428,114.20566,2022-12-15T06:53:58.961179893Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.34400177001953,114.1975326538086,2022-12-15T06:53:58.961179893Z
ZH/a//4Af7A=,RAK4630-FDE9,-113,22.33821,114.19698,2022-12-15T06:53:58.961179893Z
cnb/AC4IA/g=,RAK4630-FDE9,-97,22.34400177001953,114.1975326538086,2022-12-15T06:54:13.974388911Z
cnb/AC4HAhU=,RAK4630-FDE9,-118,22.3182848,114.180096,2022-12-15T06:54:13.974388911Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:54:13.974388911Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:54:13.974388911Z
ZH/a//4Aaqg=,RAK4630-FDE9,-110,0,0,2022-12-15T06:54:13.974388911Z
ZH/a//4Aapw=,RAK4630-FDE9,-107,22.34229,114.19647,2022-12-15T06:54:13.974388911Z
AIAAAKAAccc=,RAK4630-FDE9,-108,22.362311,114.1196039,2022-12-15T06:54:13.974388911Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:54:21.707244676Z
cnb/AC4IA/g=,RAK4630-FDE9,-95,22.34400177001953,114.1975326538086,2022-12-15T06:54:21.707244676Z
cnb/AC4HAWY=,RAK4630-FDE9,-113,22.3707136,114.11456,2022-12-15T06:54:28.987372073Z
rB8J//4GUl0=,RAK4630-FDE9,-109,22.268059103760965,114.22422051048666,2022-12-15T06:54:28.987372073Z
ZH/a//4Aapw=,RAK4630-FDE9,-104,22.34229,114.19647,2022-12-15T06:54:28.987372073Z
ZH/a//4Ax58=,RAK4630-FDE9,-121,22.34953,114.17015,2022-12-15T06:54:28.987372073Z
ZH/a//4Ax50=,RAK4630-FDE9,-119,22.35701,114.21956,2022-12-15T06:54:28.987372073Z
ZH/a//4Aaqg=,RAK4630-FDE9,-108,0,0,2022-12-15T06:54:28.987372073Z
ZH/a//4Aap8=,RAK4630-FDE9,-109,0,0,2022-12-15T06:54:28.987372073Z
cnb/AC4HAWY=,RAK4630-FDE9,-110,22.3707136,114.11456,2022-12-15T06:54:36.478653995Z
ZH/a//4Aapw=,RAK4630-FDE9,-107,22.34229,114.19647,2022-12-15T06:54:36.478653995Z
ZH/a//4Ax50=,RAK4630-FDE9,-114,22.35701,114.21956,2022-12-15T06:54:36.478653995Z
ZH/a//4Af74=,RAK4630-FDE9,-99,22.33469,114.20896,2022-12-15T06:54:36.478653995Z
ZH/a//4Ax58=,RAK4630-FDE9,-117,22.34953,114.17015,2022-12-15T06:54:36.478653995Z
ZH/a//4Ab1A=,RAK4630-FDE9,-113,22.3428,114.20566,2022-12-15T06:54:36.478653995Z
ZH/a//4Af7A=,RAK4630-FDE9,-116,22.33821,114.19698,2022-12-15T06:54:36.478653995Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:54:36.478653995Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:54:43.927100940Z
ZH/a//4Ab1A=,RAK4630-FDE9,-110,22.3428,114.20566,2022-12-15T06:54:43.927100940Z
cnb/AC4IA/g=,RAK4630-FDE9,-97,22.34400177001953,114.19750213623047,2022-12-15T06:54:43.927100940Z
AIAAAKAAccc=,RAK4630-FDE9,-111,22.362311,114.1196039,2022-12-15T06:54:43.927100940Z
y01BuvE4WuY=,RAK4630-FDE9,-95,22.3625704,114.119536,2022-12-15T06:54:43.927100940Z
rB8J//4GUl0=,RAK4630-FDE9,-113,22.268059103760965,114.22422051048666,2022-12-15T06:54:43.927100940Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34229,114.19647,2022-12-15T06:54:43.927100940Z
ZH/a//4Ax58=,RAK4630-FDE9,-113,22.34953,114.17015,2022-12-15T06:54:51.427391265Z
ZH/a//4Ax50=,RAK4630-FDE9,-104,22.35701,114.21955,2022-12-15T06:54:51.427391265Z
ZH/a//4Aapw=,RAK4630-FDE9,-109,22.34229,114.19647,2022-12-15T06:54:51.427391265Z
rB8J//4GUl0=,RAK4630-FDE9,-116,22.268059103760965,114.22422051048666,2022-12-15T06:54:51.427391265Z
ZH/a//4Af7A=,RAK4630-FDE9,-114,22.33821,114.19698,2022-12-15T06:54:51.427391265Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:54:51.427391265Z
ZH/a//4Ab1A=,RAK4630-FDE9,-111,22.3428,114.20566,2022-12-15T06:54:51.427391265Z
cnb/AC4HAWY=,RAK4630-FDE9,-112,22.3707136,114.11456,2022-12-15T06:54:51.427391265Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:54:51.427391265Z
rB8J//4GUl0=,RAK4630-FDE9,-108,22.268059103760965,114.22422051048666,2022-12-15T06:54:58.993664745Z
ZH/a//4Aap8=,RAK4630-FDE9,-105,0,0,2022-12-15T06:54:58.993664745Z
ZH/a//4Aapw=,RAK4630-FDE9,-97,22.34229,114.19647,2022-12-15T06:54:58.993664745Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:54:58.993664745Z
ZH/a//4Af7A=,RAK4630-FDE9,-114,22.33821,114.19698,2022-12-15T06:55:06.436844162Z
ZH/a//4Af74=,RAK4630-FDE9,-99,22.33469,114.20896,2022-12-15T06:55:06.436844162Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:55:06.436844162Z
rB8J//4GUl0=,RAK4630-FDE9,-117,22.268059103760965,114.22422051048666,2022-12-15T06:55:06.436844162Z
ZH/a//4Ax50=,RAK4630-FDE9,-111,22.35701,114.21955,2022-12-15T06:55:06.436844162Z
y01BuvE4WuY=,RAK4630-FDE9,-97,22.3625704,114.119536,2022-12-15T06:55:06.436844162Z
cnb/AC4HAWY=,RAK4630-FDE9,-109,22.3707136,114.11456,2022-12-15T06:55:06.436844162Z
ZH/a//4Ax58=,RAK4630-FDE9,-120,22.34953,114.17015,2022-12-15T06:55:06.436844162Z
ZH/a//4Aapw=,RAK4630-FDE9,-104,22.34246,114.19658,2022-12-15T06:55:06.436844162Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:55:13.950066026Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34246,114.19658,2022-12-15T06:55:13.950066026Z
cnb/AC4IA/g=,RAK4630-FDE9,-98,22.34400177001953,114.19749450683594,2022-12-15T06:55:13.950066026Z
y01BuvE4WuY=,RAK4630-FDE9,-89,22.3625704,114.119536,2022-12-15T06:55:13.950066026Z
ZH/a//4Ax50=,RAK4630-FDE9,-109,22.35702,114.21959,2022-12-15T06:55:21.499968122Z
ZH/a//4Af74=,RAK4630-FDE9,-98,22.33469,114.20896,2022-12-15T06:55:21.499968122Z
cnb/AC4HAWY=,RAK4630-FDE9,-115,22.3707136,114.11456,2022-12-15T06:55:21.499968122Z
ZH/a//4Ab1A=,RAK4630-FDE9,-111,22.3428,114.20566,2022-12-15T06:55:21.499968122Z
ZH/a//4Aap8=,RAK4630-FDE9,-111,0,0,2022-12-15T06:55:21.499968122Z
AIAAAKAAccc=,RAK4630-FDE9,-107,22.362311,114.1196039,2022-12-15T06:55:21.499968122Z
ZH/a//4Af7A=,RAK4630-FDE9,-114,22.33821,114.19698,2022-12-15T06:55:21.499968122Z
ZH/a//4Aapw=,RAK4630-FDE9,-107,22.34246,114.19658,2022-12-15T06:55:21.499968122Z
ZH/a//4Aap8=,RAK4630-FDE9,-107,0,0,2022-12-15T06:55:28.943496413Z
AIAAAKAAccc=,RAK4630-FDE9,-103,22.362311,114.1196039,2022-12-15T06:55:28.943496413Z
ZH/a//4Af7A=,RAK4630-FDE9,-113,22.33821,114.19698,2022-12-15T06:55:28.943496413Z
AIAAAKAAccc=,RAK4630-FDE9,-111,22.362311,114.1196039,2022-12-15T06:55:36.572962967Z
y01BuvE4WuY=,RAK4630-FDE9,-98,22.3625704,114.119536,2022-12-15T06:55:36.572962967Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:55:43.938448074Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:55:43.938448074Z
ZH/a//4Aapw=,RAK4630-FDE9,-107,22.34191,114.19618,2022-12-15T06:55:43.938448074Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:55:51.464642723Z
AIAAAKAAccc=,RAK4630-FDE9,-107,22.362311,114.1196039,2022-12-15T06:55:59.061045968Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:55:59.061045968Z
ZH/a//4Ax58=,RAK4630-FDE9,-121,22.34953,114.17015,2022-12-15T06:55:59.061045968Z
ZH/a//4Ax50=,RAK4630-FDE9,-114,22.35702,114.21961,2022-12-15T06:55:59.061045968Z
ZH/a//4Af7A=,RAK4630-FDE9,-116,22.33821,114.19698,2022-12-15T06:55:59.061045968Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34191,114.19618,2022-12-15T06:55:59.061045968Z
ZH/a//4Aap8=,RAK4630-FDE9,-109,0,0,2022-12-15T06:55:59.061045968Z
rB8J//4GUl0=,RAK4630-FDE9,-104,22.268059103760965,114.22422051048666,2022-12-15T06:55:59.061045968Z
cnb/AC4IA/g=,RAK4630-FDE9,-103,22.343997955322266,114.19744873046875,2022-12-15T06:55:59.061045968Z
cnb/AC4HAWY=,RAK4630-FDE9,-113,22.3707136,114.11456,2022-12-15T06:55:59.061045968Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:56:06.478686626Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:56:06.478686626Z
rB8J//4GUl0=,RAK4630-FDE9,-110,22.268059103760965,114.22422051048666,2022-12-15T06:56:06.478686626Z
ZH/a//4Ax50=,RAK4630-FDE9,-113,22.35702,114.21961,2022-12-15T06:56:06.478686626Z
ZH/a//4Af7A=,RAK4630-FDE9,-116,22.33821,114.19698,2022-12-15T06:56:06.478686626Z
y01BuvE4WuY=,RAK4630-FDE9,-98,22.3625704,114.119536,2022-12-15T06:56:06.478686626Z
ZH/a//4Ax58=,RAK4630-FDE9,-119,22.34953,114.17015,2022-12-15T06:56:06.478686626Z
ZH/a//4Ab1A=,RAK4630-FDE9,-110,22.3428,114.20566,2022-12-15T06:56:13.920589445Z
rB8J//4GUl0=,RAK4630-FDE9,-112,22.268059103760965,114.22422051048666,2022-12-15T06:56:13.920589445Z
ZH/a//4Aapw=,RAK4630-FDE9,-109,22.34191,114.19618,2022-12-15T06:56:13.920589445Z
cnb/AC4IA/g=,RAK4630-FDE9,-96,22.343997955322266,114.19744873046875,2022-12-15T06:56:13.920589445Z
AIAAAKAAccc=,RAK4630-FDE9,-113,22.362311,114.1196039,2022-12-15T06:56:13.920589445Z
y01BuvE4WuY=,RAK4630-FDE9,-96,22.3625704,114.119536,2022-12-15T06:56:13.920589445Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:56:13.920589445Z
ZH/a//4Aaqg=,RAK4630-FDE9,-110,0,0,2022-12-15T06:56:13.920589445Z
y01BuvE4WuY=,RAK4630-FDE9,-97,22.3625704,114.119536,2022-12-15T06:56:21.488149773Z
AIAAAKAAccc=,RAK4630-FDE9,-109,22.362311,114.1196039,2022-12-15T06:56:21.488149773Z
ZH/a//4Af4Y=,RAK4630-FDE9,-115,22.3333869,114.22715,2022-12-15T06:56:21.488149773Z
ZH/a//4Af7A=,RAK4630-FDE9,-114,22.33821,114.19698,2022-12-15T06:56:21.488149773Z
ZH/a//4Aap8=,RAK4630-FDE9,-113,0,0,2022-12-15T06:56:21.488149773Z
ZH/a//4Aapw=,RAK4630-FDE9,-105,22.34191,114.19618,2022-12-15T06:56:21.488149773Z
cnb/AC4HAWY=,RAK4630-FDE9,-112,22.3707136,114.11456,2022-12-15T06:56:29.044305514Z
AIAAAKAAccc=,RAK4630-FDE9,-86,22.362311,114.1196039,2022-12-15T06:56:29.044305514Z
ZH/a//4Af7A=,RAK4630-FDE9,-108,22.33821,114.19698,2022-12-15T06:56:29.044305514Z
ZH/a//4Aap8=,RAK4630-FDE9,-109,0,0,2022-12-15T06:56:29.044305514Z
ZH/a//4Af74=,RAK4630-FDE9,-96,22.33469,114.20896,2022-12-15T06:56:36.489998503Z
rB8J//4GUl0=,RAK4630-FDE9,-114,22.268059103760965,114.22422051048666,2022-12-15T06:56:36.489998503Z
AIAAAKAAccc=,RAK4630-FDE9,-109,22.362311,114.1196039,2022-12-15T06:56:36.489998503Z
ZH/a//4Ax58=,RAK4630-FDE9,-117,22.34953,114.17015,2022-12-15T06:56:36.489998503Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:56:43.916013112Z
rB8J//4GUl0=,RAK4630-FDE9,-113,22.268059103760965,114.22422051048666,2022-12-15T06:56:43.916013112Z
ZH/a//4Ab1A=,RAK4630-FDE9,-99,22.3428,114.20566,2022-12-15T06:56:43.916013112Z
ZH/a//4Aap8=,RAK4630-FDE9,-110,0,0,2022-12-15T06:56:51.431099706Z
y01BuvE4WuY=,RAK4630-FDE9,-88,22.3625704,114.119536,2022-12-15T06:56:51.431099706Z
AIAAAKAAccc=,RAK4630-FDE9,-101,22.362311,114.1196039,2022-12-15T06:56:51.431099706Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:56:58.925175530Z
ZH/a//4Aaqg=,RAK4630-FDE9,-109,0,0,2022-12-15T06:56:58.925175530Z
ZH/a//4Ab1A=,RAK4630-FDE9,-109,22.3428,114.20566,2022-12-15T06:56:58.925175530Z
ZH/a//4Aap8=,RAK4630-FDE9,-108,0,0,2022-12-15T06:56:58.925175530Z
ZH/a//4Aapw=,RAK4630-FDE9,-103,22.34191,114.19618,2022-12-15T06:56:58.925175530Z
cnb/AC4HAWY=,RAK4630-FDE9,-111,22.3707136,114.11456,2022-12-15T06:57:06.477730069Z
ZH/a//4Af7A=,RAK4630-FDE9,-115,22.33821,114.19698,2022-12-15T06:57:06.477730069Z
ZH/a//4Aapw=,RAK4630-FDE9,-102,22.34191,114.19618,2022-12-15T06:57:06.477730069Z
ZH/a//4Ax50=,RAK4630-FDE9,-117,22.35702,114.2196,2022-12-15T06:57:06.477730069Z
AIAAAKAAccc=,RAK4630-FDE9,-110,22.362311,114.1196039,2022-12-15T06:57:06.477730069Z
ZH/a//4Ax58=,RAK4630-FDE9,-121,22.34953,114.17015,2022-12-15T06:57:06.477730069Z
y01BuvE4WuY=,RAK4630-FDE9,-98,22.3625704,114.119536,2022-12-15T06:57:06.477730069Z
cnb/AC4HAWY=,RAK4630-FDE9,-111,22.3707136,114.11456,2022-12-15T06:57:13.994135896Z
ZH/a//4Af7A=,RAK4630-FDE9,-115,22.33821,114.19698,2022-12-15T06:57:13.994135896Z
y01BuvE4WuY=,RAK4630-FDE9,-84,22.3625704,114.119536,2022-12-15T06:57:13.994135896Z
ZH/a//4Aapw=,RAK4630-FDE9,-103,22.34191,114.19618,2022-12-15T06:57:13.994135896Z
ZH/a//4Aap8=,RAK4630-FDE9,-100,0,0,2022-12-15T06:57:21.523883058Z
y01BuvE4WuY=,RAK4630-FDE9,-90,22.3625704,114.119536,2022-12-15T06:57:21.523883058Z
AIAAAKAAccc=,RAK4630-FDE9,-111,22.362311,114.1196039,2022-12-15T06:57:21.523883058Z
rB8J//4GUl0=,RAK4630-FDE9,-111,22.268059103760965,114.22422051048666,2022-12-15T06:57:28.943951132Z
cnb/AC4IA/g=,RAK4630-FDE9,-102,22.343982696533203,114.1974105834961,2022-12-15T06:57:28.943951132Z
ZH/a//4Aap8=,RAK4630-FDE9,-107,0,0,2022-12-15T06:57:28.943951132Z
ZH/a//4Aapw=,RAK4630-FDE9,-102,22.34191,114.19618,2022-12-15T06:57:28.943951132Z
ZH/a//4Ab1A=,RAK4630-FDE9,-107,22.3428,114.20566,2022-12-15T06:57:28.943951132Z
cnb/AC4HAWY=,RAK4630-FDE9,-110,22.3707136,114.11456,2022-12-15T06:57:36.437761789Z
ZH/a//4Aapw=,RAK4630-FDE9,-102,22.34191,114.19618,2022-12-15T06:57:36.437761789Z
ZH/a//4Af7A=,RAK4630-FDE9,-105,22.33821,114.19698,2022-12-15T06:57:36.437761789Z
AIAAAKAAccc=,RAK4630-FDE9,-111,22.362311,114.1196039,2022-12-15T06:57:36.437761789Z
